pay_category_name,category,sub_category
Permanent Ordinary Hours L2 (Excelling Staff) - Weekend,Penalty rate,Weekend
Director Drawings,Base rate,Base rate
Purchase Leave Two Weeks Cash Out,Leave,Leave
2540 - Half Time Phol Salary,Base rate,Base rate
COL Allowance $3.50,Allowances,Allowances
FELLOWSHIP STIPEND,Base rate,Base rate
Farm hand L1 Mon - Sun Overtime,Penalty rate,Penalty rate
Storage Permanent - Sunday Callback,Penalty rate,Sunday
Overtime Weekend 150% - ECC / HC Vet,Penalty rate,Penalty rate
Sick Leave Salaries,Leave,Leave
Level 3- supervisor FOH,Base rate,Base rate
Bonus - Production,Bonuses,Bonus
3 AMC Afternoon Shift Allowance,Allowances,Allowances
Z - Travel Allowance ( 51-100Kms),Allowances,Allowances
Night Rates,Penalty rate,Evening/Night
TC - Casual rate Mon to Fri 1st 2 hrs($45.94),Base rate,Base rate
Security Officer: First Aid Allowance (P/WK),Allowances,Allowances
Additional OVR Time,Penalty rate,Penalty rate
Bonus - Referrals,Bonuses,Bonus
Year End Dividend,Bonuses,Bonus
Rest - L3 - Casual OT2,Penalty rate,Penalty rate
Packaging Rate - Casual,Base rate,Base rate
Allowance - Industry Allowance (per day),Allowances,Allowances
Travel Time Canberra,Allowances,Travel
PP Casual Sun,Base rate,Base rate
Level 1 - Pay Point 3 Part-Time Public Holiday,Penalty rate,Public Holiday
Overtime Capping (Max),Penalty rate,Penalty rate
Extra Hours (No accruals),Penalty rate,Penalty rate
Casual 19 Years - PH,Base rate,Base rate
Weekend Day hours,Penalty rate,Weekend
Agency - RN - Permanent - After 2 hours,Base rate,Base rate
Casual - Sat (T1.5),Penalty rate,Saturday
Jul22 Group Booking MinSleepoverSun,Penalty rate,Penalty rate
Crew Finder Bonus,Bonuses,Bonus
Make Up Hours,Base rate,Base rate
Permanent Ordinary Overtime after 2 Hrs,Penalty rate,Penalty rate
Overtime @ 3,Penalty rate,Penalty rate
RIA - APPR - 1-July-2019 - RDO OT,Penalty rate,Penalty rate
SBA Pastoral Allowance T&H,Allowances,Allowances
Permanent - Sunday PFS,Penalty rate,Sunday
Overtime 1x (hourly-rated),Penalty rate,Penalty rate
ECS - Part Time - 20 yo - P/Hol (Under 6 Months),Penalty rate,Public Holiday
PH Perm part time,Penalty rate,Public Holiday
Level 2.2 OT First 2Hrs,Penalty rate,Penalty rate
CPSA - PT - 1-July-2019 - M-F 12am-7am - First 2 hours,Penalty rate,Penalty rate
Advance (Repaid),Base rate,Base rate
On Call Allowance (Hourly-Week),Allowances,Allowances
Ordinary Hours from 27 - 31 Aug 2022,Base rate,Base rate
Allowance - Motor Vehicle PMD,Allowances,Allowances
Commission Only Personal/Carers Leave,Leave,Leave
Basic Hourly Pay,Base rate,Base rate
Supervision - Saturday,Penalty rate,Saturday
Afternoon Shift Allowance 8pm-12am M-F,Penalty rate,Penalty rate
Leadership Cleaner,Base rate,Base rate
Paramedic - Night-Shift,Penalty rate,Evening/Night
21 HK OT >40 hrs Week Sun,Penalty rate,Penalty rate
GRIA - CAS - 1-July-2022 - M-F Before 7am - After 3 Hours,Base rate,Base rate
Base (1.5x),Penalty rate,Penalty rate
FTPT Public Holiday HBIA,Penalty rate,Public Holiday
Permanent Public holiday rate,Penalty rate,Public Holiday
Permanent FB3 Sunday ,Penalty rate,Sunday
Permanent - Overtime - First 2hours (Hospitality Award rate),Penalty rate,Penalty rate
ETP- Lieu of notice,Others,Severance
PVTA - FT - NTDO - 1-July-2019 - M-Sat Daily OT - After 3 hours,Penalty rate,Saturday
Severance Pay (NT),Others,Severance
Sick Leave with cert,Leave,Leave
Special Unpaid Leave,Leave,Leave
Night shift  PT - Level 2 - pay point 1,Penalty rate,Evening/Night
Central-(A) Time & Half,Penalty rate,Penalty rate
Permanent - Overtime 1st 3hrs,Penalty rate,Penalty rate
L4PP1 Sunday,Penalty rate,Sunday
Back Pay - Lump Sum E (EBA July 2018 - June 2022),Others,Backpay
Weekdays Public Holiday Before 07:00 AM + 250%,Penalty rate,Public Holiday
GRIA - CAS - 1-July-2022 - M-F Before 7am - First 3 Hours,Base rate,Base rate
Permanent - Public Holiday (WkEnd),Penalty rate,Weekend
Admin Level 4.1,Base rate,Base rate
Saturday Casual Hours,Penalty rate,Saturday
Bonus AT,Bonuses,Bonus
Pregnancy Loss Leave Taken,Leave,Leave
Salary-Stationhand,Base rate,Base rate
Workers Compensation (Super & Leave),Leave,Leave
Iris Perm Daily,Base rate,Base rate
Trade School- 10.5%,Leave,Leave
Casual - Weekday Overtime x 1.5 (after 10 hours),Penalty rate,Penalty rate
Phone Allowance (cast),Allowances,Allowances
PH/RNR Allowance,Allowances,Allowances
Christmas Bonus WITH PAYG ,Bonuses,Bonus
Parental Leave (Services Australia),Leave,Leave
0 Bonus - over contract hours,Penalty rate,Penalty rate
Genuine Redundancy - Tax Free Component (w Super),Others,Severance
Apprentice training ,Base rate,Base rate
Permanent - Travel Time Sunday TA,Penalty rate,Sunday
Overtime test pay item,Penalty rate,Penalty rate
Salary Higher Duties - Overtime 1.5x,Penalty rate,Penalty rate
Permanent - Saturday Flat Rate (x1.5),Penalty rate,Saturday
Casual Saturday Hours - Foglia Di Fico,Penalty rate,Saturday
Lateness,Penalty rate,Evening/Night
GRIA - CAS - Early - 1-July-2022 - M-Sat Weekly OT - First 3 Hours,Penalty rate,Saturday
PERS LEAVE BUILDING,Leave,Leave
Outotec Mechanical Fitter NS,Penalty rate,Penalty rate
BYOD Allowance Pre Tax,Allowances,Allowances
Money collection allowance - less than $200 (per week) [MA000048],Allowances,Allowances
Casual - Afternoon shift (17.5%),Base rate,Base rate
Referral fees,Bonuses,Bonus
Permanent Ordinary Hours - Above award,Penalty rate,Penalty rate
Casual Adult-Saturday,Penalty rate,Saturday
Commission (2020/2021),Bonuses,Commission
[Training] Tablet and Teams Familiarisation,Base rate,Base rate
Instructor Invoice,Base rate,Base rate
Nurses Annual Leave Taken,Leave,Leave
Game Day Leave Taken,Leave,Leave
COVID-19 Related Pay (Isolation),Penalty rate,Evening/Night
PO1 Pub Hol,Penalty rate,Public Holiday
Travel Allowance $,Allowances,Allowances
Electrical License Allowance x 200%,Allowances,Allowances
GRIA - FT - 1-September-2021 - Sun,Penalty rate,Sunday
Part time - Standard,Base rate,Base rate
Overpayment Adjustment,Base rate,Base rate
DO NOT USE Mobile phone expense,Unclassified,Unclassified
Training Meeting L5,Base rate,Base rate
Workcover Paid Leave Taken (Operations),Others,WorkCover
PRA Early Release Payment,Penalty rate,Penalty rate
Casual Public Holiday (Full Shift),Penalty rate,Public Holiday
Level 2a Award Driver Hours + 2.0,Base rate,Base rate
Paid Parental Leave (Service Australia),Leave,Leave
Cleaning Services Level 2 Adult,Base rate,Base rate
Permanent Afternoon OT-100%,Penalty rate,Penalty rate
Public Holiday Hours Worked,Penalty rate,Public Holiday
Time in Lieu (TIL) Accrual,Base rate,Base rate
IFA Smeaton Cont Shift worker - Public Holiday NOT Worked,Leave,Leave
Site Allowance - c4126 - ORD,Allowances,Allowances
RIA - FT - 1-November-2021 - Less Than 10 Hour Break,Base rate,Base rate
CSD Allowance,Allowances,Allowances
Level 5 F&B Att Casual SAT,Base rate,Base rate
Salary- 2 weeks pay in advance,Base rate,Base rate
Prison Medical Night (Mon-Thu),Penalty rate,Evening/Night
Picking / Bottling,Penalty rate,Penalty rate
GRIA - CAS - 1-September-2021 - Sun Before 9am,Penalty rate,Sunday
Commission Wholesale (Excl Super),Bonuses,Commission
018P - Language Allowance,Allowances,Allowances
3 hours work at 175% of standard rate (Casual Rate - Weekend or P/H shift),Penalty rate,Weekend
Operations Manager - FT,Base rate,Base rate
Casual Ordinary Hours (MA),Base rate,Base rate
Permanent - Employment Meeting - Remote,Penalty rate,Penalty rate
Use own vehicle,Allowances,Allowances
Transport Allowance - Above ATO Limit,Allowances,Allowances
Mileage betw shifts additional $0.14 per KM,Allowances,Allowances
Exhumation Allowance,Allowances,Allowances
*SCHADS - (Not Automated) - PT & CAS - First Aid Allowance,Allowances,Allowances
SUP Allowance,Allowances,Allowances
Gift Bonus Payment,Penalty rate,Penalty rate
Wine - L3 - Casual Ordinary Hours,Base rate,Base rate
4 Days Overnight Program,Penalty rate,Evening/Night
Casual - Night Rates,Penalty rate,Evening/Night
Koolan Island - Admin,Base rate,Base rate
Social Media Allowance,Allowances,Allowances
Events Overtime - after 3 hours,Penalty rate,Penalty rate
Mia Vanzin (weekday evening) Marnie Heath,Penalty rate,Evening/Night
Bonus Australian Schoolboy,Leave,Leave
Casual - Public Holiday (Option D),Penalty rate,Public Holiday
QLD (AU) - Contact Centre Outbound - 21122022 (Overtime),Penalty rate,Penalty rate
RIA - PT - 1-October-2022 - Sat Minimum Shift Engagement,Penalty rate,Saturday
Permanent Saturday Overtime,Penalty rate,Penalty rate
GRIA - FT - Early - 1-September-2021 - M-F 9pm-12am,Penalty rate,Penalty rate
Broken Shift Allowance (2 unpaid breaks) SCHADS,Allowances,Allowances
Level 3b Award Driver Hours + 2.0,Base rate,Base rate
SOC Casual Evening,Penalty rate,Evening/Night
PC Casual - Sun,Penalty rate,Sunday
Travel Allowance (Non Taxable),Allowances,Allowances
Casual - Unrelieved shiftwork - AG2022/784,Base rate,Base rate
Personal Care - Casual,Base rate,Base rate
Night Work Grid Casual Hours (INC Loading),Penalty rate,Evening/Night
OEE Bonus - 0.82 - AG2019/4551,Bonuses,Bonus
Pay Adjustment - Allowance,Allowances,Allowances
ADO Taken (OICS),Leave,Leave
Overtime: Double Time,Penalty rate,Penalty rate
Specialist Nurse (MM1-MM7) QLD,Bonuses,Bonus
Overtime Entry Level Rate,Penalty rate,Penalty rate
L3 (CW/ECW 3) Saturday first 2hours before noon,Penalty rate,Saturday
N Shift Overtime Public Holiday,Penalty rate,Penalty rate
Volunteer hours,Leave,Leave
Industry Allowance (hourly),Allowances,Allowances
SCHADS SCSE Cat 3 Sunday,Penalty rate,Sunday
Workcover-Overtime,Others,WorkCover
Permanent - Time in Lieu Cash Out,Base rate,Base rate
Height Allowance J2201 Pinkenba $1.38,Allowances,Allowances
LD KLM GD3 Allowance - Loading / Unloading,Allowances,Allowances
Registered Nurse Level 1 Sunday,Penalty rate,Sunday
Civil Leading Hand - 1 person,Allowances,Allowances
Leave Loading Paid as Accrued,Leave,Leave
LSL Leave At Half Pay,Leave,Leave
Travelling Time (Monday - Saturday),Penalty rate,Saturday
Casual Reception/Childcare/Cleaning L2A Mon-Sun,Base rate,Base rate
SIL Perm - Afternoon Shift,Base rate,Base rate
Permanent - Weekend Ordinary Hours,Penalty rate,Weekend
Personal Expense Reimbursement,Others,Reimbursement
CSE Level 1 Casual - Overt Time 2x,Penalty rate,Penalty rate
Unused leave loading payout,Leave,Leave
ordinary hours,Base rate,Base rate
Director Wage (Saturday),Penalty rate,Saturday
Industry Allowance - MA000020,Allowances,Allowances
Overtime ATF 2,Penalty rate,Penalty rate
Public Holiday 2.0 (Mentor Media),Penalty rate,Public Holiday
TRT - HR Driver NIGHT NT,Penalty rate,Evening/Night
Ann Sunday Rate,Penalty rate,Sunday
Casual - Hours Outside Ordinary Spread - first 3 hours,Base rate,Base rate
Overtime after 7PM,Penalty rate,Penalty rate
Saturday-3.1,Penalty rate,Saturday
Travel Allowance - Cents per Km,Allowances,Allowances
Prestart Checks Travel Site,Allowances,Travel
Mot. Veh. Allowance - Womens' League,Allowances,Allowances
-- Fitness - 9.01.01 U17 Level 1 (,Base rate,Base rate
NSW (AU) - General Customer Service - 04072022 (Overtime),Penalty rate,Penalty rate
On call allowance - Mon-Fri,Allowances,Allowances
Blind Bonus,Bonuses,Bonus
Cleofe:Hourly Pay Rate,Base rate,Base rate
FED BED CASUAL,Base rate,Base rate
Saturday (x1.5),Penalty rate,Saturday
Director fee-PAYG Withholding,Base rate,Base rate
GRIA - CAS - post-2017 - Late trading (>9pm) - M-Sat Daily OT - After 3 hours,Penalty rate,Saturday
Didcot Girls' School,Leave,Leave
Casual - Night Shift - Other than maintenance fitter - 4551,Penalty rate,Penalty rate
AM Shift Overtime After 2 Hours/ Sunday/Roster Off Day - Permanent Ordinary Hours,Penalty rate,Penalty rate
Full Time Chef,Base rate,Base rate
Unused Holiday Pay 389,Penalty rate,Public Holiday
Directors Payment/Fee,Base rate,Base rate
Permanent - Saturday - ordinary hours by agreement [MA000048],Penalty rate,Saturday
Weekend Hours - Casual,Penalty rate,Weekend
Senior Administration Officer,Base rate,Base rate
Car Allowance 5230,Allowances,Allowances
Bonus On Ticket PNG,Bonuses,Bonus
Sleep shift HCE Allowance-PH,Allowances,Allowances
Black Coal Award Casual Hours,Base rate,Base rate
Christmas Closure Leave Taken,Leave,Leave
Casual - Sunday *,Penalty rate,Sunday
Permanent - Public Holiday Worked OT,Penalty rate,Penalty rate
Overtime meal alowance,Penalty rate,Penalty rate
GRIA - FT - 1-July-2022 - Sun 12am-9am,Penalty rate,Penalty rate
Leave Cash Out non-taxable,Leave,Leave
Permanent Ordinary Hours - Tiler,Base rate,Base rate
OVERTIME 2X,Penalty rate,Penalty rate
Adjustment rate per hour,Base rate,Base rate
Hours Worked 7pm - 7am,Base rate,Base rate
EBA Allowance BFast Lunch,Allowances,Allowances
FIA - CAS - Others - 1-February-2021 - Sat/Sun/PH - Less Than 10 Hour Break,Penalty rate,Saturday
LA - Level-4,Base rate,Base rate
CPSA - PT - 1-November-2020 - M-F Minimum Shift Engagement,Base rate,Base rate
Permanent - Working in Inclement Weather,Base rate,Base rate
Salary Old Rate,Base rate,Base rate
Per km Motorcycle Allowance,Allowances,Allowances
Meal Allow - Day Exempt,Base rate,Base rate
Backpay - Prior Period,Others,Backpay
PO/PRES Dual - 1.3 Nightshift Hours,Penalty rate,Evening/Night
NSW (AU) - General Customer Service - 02082021 (Overtime),Penalty rate,Penalty rate
Penalty Loading - 7pm-12am,Penalty rate,Penalty rate
Back Pay ACT,Others,Backpay
Overtime – first 2 hours,Penalty rate,Penalty rate
FIA - CAS - Others - 1-February-2021 - Broken Shift Allowance,Allowances,Allowances
19 years with RSA - Sunday Hours,Penalty rate,Sunday
ADF Reserve Leave Taken,Leave,Leave
Early Start Bonus ,Penalty rate,Penalty rate
LAFHA (+ 12 months),Allowances,Allowances
HOLIDAY,Penalty rate,Public Holiday
Permanent - Public Holiday (Option C) - Ordinary rate,Penalty rate,Public Holiday
Site Allowance VIC (Gravity Rigging - Southern Cross Station) NT,Allowances,Allowances
EA21 - Casual Ordinary,Base rate,Base rate
Casual Sunday Chef,Penalty rate,Sunday
District allowance - Mount Magnet WA,Allowances,Allowances
Casual - Loaded rate,Base rate,Base rate
BSN - Casual Ordinary Hours,Base rate,Base rate
Marketing - Salary - PH Loading,Penalty rate,Public Holiday
Subcontractor - Kadina Semi,Base rate,Base rate
Casual 10pm to 12 lvl1,Base rate,Base rate
Overtime Meal Allowance - CPSA,Allowances,Allowances
-- Beauty - Ord x2.0,Penalty rate,Penalty rate
3 Days Paid Christmas Leave,Leave,Leave
Orygen Director Fees,Base rate,Base rate
B: KM Reimbursement - 0.70,Others,Reimbursement
FOH Level 5 Sun ($33.95),Penalty rate,Sunday
Phone Allowance Kate,Allowances,Allowances
Special Trips,Bonuses,Bonus
SDWP - Cas Loading,Base rate,Base rate
Petrol/Toll Allowance,Allowances,Allowances
-- Health - OT x1.75,Penalty rate,Penalty rate
Child Care Worker- Level -2,Base rate,Base rate
Rate -Brisbane,Allowances,Allowances
Non Award - Permanent Ordinary Hours,Base rate,Base rate
Casual - Public Holiday over 4 hrs (EA),Penalty rate,Penalty rate
Travel Allowance (Steve & Jenni),Allowances,Allowances
Permanent HCE 24-hour Care Shift L5.1 (High Intensity) PH,Base rate,Base rate
JobMaker Incorrect Renomination,Others,JobKeeper/Job Maker
CAS SUNDAY,Penalty rate,Sunday
Elements World Commission,Bonuses,Commission
Workshop Manager Overtime 1.5,Penalty rate,Penalty rate
ACA - CAS - SW - Night Shift - 4am-6am,Penalty rate,Evening/Night
Casual - No Meal Break Overtime,Penalty rate,Penalty rate
Sunday Refurb (50% loading),Penalty rate,Sunday
HPSSA - FT - Other sectors - Sat,Penalty rate,Saturday
Casual - Volunteered Additional Hours - AG2014/9156,Leave,Leave
Casual WN Hours 2,Base rate,Base rate
Casual - Mon-Sat Overtime After 2 Hours (AG2017/3335),Penalty rate,Penalty rate
YP Coaching - Adult,Base rate,Base rate
Other1,Penalty rate,Penalty rate
MITS Production Bonus,Bonuses,Bonus
|Laundry allowance,Allowances,Allowances
KM Allowance - Directors,Allowances,Allowances
COVID Bonus Leave,Leave,Leave
2 AMC LAV2 L1 Saturday,Penalty rate,Saturday
Scaffolder Intermediate (Fulltime),Base rate,Base rate
Salary - Closely Held,Base rate,Base rate
Site Allowance - $5.48,Allowances,Allowances
Hours over 38   (exempt from super),Penalty rate,Penalty rate
Casual - week night,Penalty rate,Evening/Night
Apprentice - 2nd yr - Ordinary Hours,Base rate,Base rate
Winery -  16 & Under  - Sun,Penalty rate,Sunday
xxxxOvertime (First 3 hrs),Penalty rate,Penalty rate
Public Holiday + 150%,Penalty rate,Public Holiday
DOUBLE TIME Support Worker Day,Penalty rate,Penalty rate
CleanA - (Not Automated) - Meal allowance,Allowances,Allowances
Casual - Sat/Sun x1.75,Penalty rate,Saturday
ChildrenA - PT - SW - 1-July-2020 - PH Minimum Shift Engagement,Penalty rate,Public Holiday
Personal/SIck Leave Paid,Leave,Leave
Permanent - Public Holiday - Overtime,Penalty rate,Penalty rate
3. Sunday,Penalty rate,Sunday
Permanent - less than 10 hrs break between shifts TA,Base rate,Base rate
Training allowance,Allowances,Allowances
AERA - CAS - Non Exhibition - 1-February-2021 - M-Sun/PH Delayed Meal Break,Penalty rate,Penalty rate
Reimbursing Allowance - phone,Allowances,Allowances
DSW 2.1 (C) (Night),Penalty rate,Evening/Night
Back pay leave loading on termination,Leave,Leave
Fitness Sessional A - 30 Min PT Session,Base rate,Base rate
In-Charge Night,Penalty rate,Evening/Night
Bus Driver - FIFO Downtime Additional Hours,Penalty rate,Penalty rate
Area Daily $62.23,Base rate,Base rate
CSW Hourly Pay - ACS - Nights BH,Penalty rate,Evening/Night
Allowances other,Allowances,Allowances
-- Hospitality - HD L4 Ord x1.743,Penalty rate,Penalty rate
Quarterly Salary,Base rate,Base rate
Beauty - Ord x1.33,Penalty rate,Penalty rate
Portable Long Service Leave Taken,Leave,Leave
VEX Travel Time,Allowances,Travel
Meal Allowance - Overtime +2h,Allowances,Allowances
B - SA - CAS Rate - Store Assistant - 21 yrs +,Base rate,Base rate
