pay_category_name,category,sub_category
Motor/v allowance up to ATO Limit,Allowances,Allowances
ES Permanent - Less than 10 hour break between shifts,Base rate,Base rate
Per KM Rate (HC Casual) > 2850km,Allowances,Allowances
Per KM Rate (MC Casual) > 2850km,Allowances,Allowances
OOM Ramp Permanent - Saturday,Penalty rate,Saturday
OOM CSO Permanent - OTx1.5,Penalty rate,Penalty rate
School,Leave,Leave
Permanent Enrolled Nurse - Ordinary,Base rate,Base rate
General Labourer - Casual - Overtime 2,Penalty rate,Penalty rate
Dive -  Casual OT Thereafter,Penalty rate,Penalty rate
Social Worker - Level 1,Base rate,Base rate
Casual - Sunday - SCS,Penalty rate,Sunday
Meal Allowance - Breakfast - (AG2020/892),Allowances,Allowances
Transport Allowance - AG2021/7850,Allowances,Allowances
Travel allowance - Nurses -  (Above ATO Limit) - AG2021/7850,Allowances,Allowances
Lieu of Notice Pay,Penalty rate,Penalty rate
Car Allowance above ATO limitlimit,Allowances,Allowances
Casual - Overtime - Sunday - AG2021/7850,Penalty rate,Penalty rate
Permanent - Call Out Overtime - Weekday - After Two Hours - AG2021/7850,Penalty rate,Penalty rate
Permanent - Call Out Overtime - Sunday - Subsequent Call Out - AG2021/7850,Penalty rate,Penalty rate
Casual - Call Out Overtime - Public Holiday - First Call Out - AG2021/7850,Penalty rate,Penalty rate
Casual - Saturday - Physical (Outdoor) employee - Special Engagement - AG2021/7850,Penalty rate,Saturday
Casual - Overtime - Weekday - After 3 hours - AG2021/7850,Penalty rate,Penalty rate
Production Leading Hand Allowance,Allowances,Allowances
RDOs Taken,Leave,Leave
Casual - Overtime - Monday to Saturday - first 2 hours - wokring through a break - MA000090,Penalty rate,Penalty rate
Casual - Overtime - Monday to Saturday - after 2 hours - wokring through a break - MA000090,Penalty rate,Penalty rate
Casual - Overtime Time&Half,Penalty rate,Penalty rate
Casual - Overtime Double Time,Penalty rate,Penalty rate
Back Pay-Hourly,Others,Backpay
OT Hours - After 2 hours (exempt from super),Penalty rate,Penalty rate
Normal - Overtime Double,Penalty rate,Penalty rate
MiscA - CAS - 20-November-2020 - Sat Minimum Shift Engagement,Penalty rate,Saturday
CPSA - CAS - 1-July-2021 - Sun,Penalty rate,Sunday
CPSA - CAS - 1-July-2021 - M-F Ordinary,Base rate,Base rate
MiscA - CAS - 1-July-2021 - M-F After 7pm,Base rate,Base rate
MiscA - PT - 1-July-2021 - PH Weekly OT,Penalty rate,Penalty rate
MiscA - PT - 1-July-2021 - PH,Base rate,Base rate
ACA - (Not Automated) - Laundry Allowance,Allowances,Allowances
ACA - CAS - 1-July-2022 - Sun Delayed Meal Break,Penalty rate,Penalty rate
ACA - CAS - 1-July-2022 - M-Sat Delayed Meal Break - After 2 Hours,Penalty rate,Penalty rate
ACA - CAS - 1-July-2022 - M-Sat Weekly OT - After 2 Hours,Penalty rate,Saturday
Additional Hours Taken,Leave,Leave
Team Leader Allowance,Allowances,Allowances
ACA - CAS - 1-July-2022 - Sun Minimum Shift Engagement,Penalty rate,Sunday
Casual - Overtime x 200% Not for feeding and watering stock,Penalty rate,Penalty rate
TML Terminal Operation Allowance,Allowances,Allowances
Public Holiday Overtime / Sat & Sun,Penalty rate,Penalty rate
RDO - Taken,Leave,Leave
Annual Leave Cash out loading,Leave,Leave
PTF - Base,Base rate,Base rate
PTF - Casual - 30 percent loading,Base rate,Base rate
PTF - DSW - Night,Penalty rate,Evening/Night
Leading Hand Allowance-$2.37,Allowances,Allowances
Director Earnings,Base rate,Base rate
Casual - Trainer Admin,Base rate,Base rate
Permanent - Sunday + Shift Allowance Loading,Penalty rate,Sunday
2nd Year Apprentice - Overtime 100%,Penalty rate,Penalty rate
3rd Yr App (comp Yr 12) Tool Allowance,Allowances,Allowances
Penalty - BUN Coxswain Deckhand,Penalty rate,Penalty rate
Crib Time 4h+ OT,Penalty rate,Penalty rate
Permanent - Public Holiday - Custom,Penalty rate,Public Holiday
Refund Sal Pac,Others,Reimbursement
Payout In Lieu Of Notice,Base rate,Base rate
OT Clearing L1,Penalty rate,Penalty rate
Uplift 50%,Penalty rate,Penalty rate
Employer Paid Parental Leave non-exempt,Leave,Leave
Casual - Fish - Tray - Weekend (PST GFA 2023),Penalty rate,Weekend
Site Allowance - c2021 - ORD,Allowances,Allowances
B3.3 Melton Extended M-F Shift,Base rate,Base rate
B3.3 Country Tracks Extended M-F Shift,Base rate,Base rate
Standby Hours - Ordinary Hours  - Weekend - ABC,Penalty rate,Weekend
Test - A laundry - Allowance - Laundry,Allowances,Allowances
TGW - Test - Gross Wages ,Base rate,Base rate
Leading Hand Level 3 Allowance - Overtime,Allowances,Allowances
Long Service Leave on Termination  (E),Leave,Leave
Base Hourly - COOL STORE,Base rate,Base rate
Surveyor OT - 1.5x,Penalty rate,Penalty rate
Paid Parental Leave Govt,Leave,Leave
Overtime - Monday to Saturday—first 2 hours,Penalty rate,Penalty rate
Government Paid Parental Leave (PPL),Leave,Leave
TLI (Tutor Learning Initiative),Base rate,Base rate
Res Lv 2 Cas Mon - Fri Ord,Base rate,Base rate
Res Lv 3 Cas Mon - Fri 10pm - Midnight,Penalty rate,Evening/Night
Academic Leave Taken,Leave,Leave
Averaged Ordinary Hours - 41 weeks,Base rate,Base rate
Clubs - Casual Ord x3.0,Penalty rate,Penalty rate
Permanent - Public Holiday - Overtime - Good Friday or Christmas Day,Penalty rate,Penalty rate
Permanent - DHL - Public Holiday - Good Friday or Christmas Day,Penalty rate,Public Holiday
Overtime - 100 percent loading,Penalty rate,Penalty rate
Overtime - 150 percent loading,Penalty rate,Penalty rate
Casual - 30 percent loading,Base rate,Base rate
Training Captain Allowance,Allowances,Allowances
Salary - Additional hours,Penalty rate,Penalty rate
Overtime Hours (Double Time) - (PT & FT employees),Penalty rate,Penalty rate
Saturday overtime rate,Penalty rate,Penalty rate
Installer Public Holiday,Penalty rate,Public Holiday
Old Installer Sunday 6pm to 6am,Penalty rate,Sunday
Volume Bonus,Bonuses,Bonus
MAIOA - Permanent Ordinary Hours,Base rate,Base rate
TFPC 3.1 - DSW - Public Holiday,Penalty rate,Public Holiday
Project Site Allowance 3 - DSW,Allowances,Allowances
SA -PO 2 - Casual - 50 percent loading,Base rate,Base rate
PO - 50 percent loading,Base rate,Base rate
PO - 150 percent loading,Base rate,Base rate
Overtime - Monday to Friday - first 2 hours,Penalty rate,Penalty rate
Health prof level 3 - pay point 5 - Hourly,Base rate,Base rate
Andrea G - Telephone & Internet Allowance,Allowances,Allowances
Leading Hand Allowance (less than 10),Allowances,Allowances
Annual leave +6w Taken,Leave,Leave
Time In Lieu Cash Out,Base rate,Base rate
Unused Time In Lieu Payout,Base rate,Base rate
ACT (AU) - Cong test - North By North Vest - 07032023 (Overtime),Base rate,Base rate
QLD (AU) - Cong test - North By North Vest - 07032023 (Overtime),Base rate,Base rate
Sleepover Allowance (Above Award),Allowances,Allowances
Night Shift - No Meal Break Clearing,Penalty rate,Evening/Night
Licence Nominee Allowance,Allowances,Allowances
Council - Ordinary Hours,Base rate,Base rate
Permanent - Overtime T2.5,Penalty rate,Penalty rate
Managers Allowance,Allowances,Allowances
TFPC 3.2 (Con) - DSW - Night,Penalty rate,Evening/Night
TFPC 3.2 (Con) - DSW - Weekend 2,Penalty rate,Weekend
TFPC 3.3 - Casual - 100 percent loading,Base rate,Base rate
TFPC 3.3 - DSW - Weekend 1,Penalty rate,Weekend
TFP-L/H - DSW - Night,Penalty rate,Evening/Night
General Labourer Base,Base rate,Base rate
Council - Penalty Weekday Evening Hours,Penalty rate,Penalty rate
ND Weekday - 21.00 - 07.30,Base rate,Base rate
Travel Allowances $55,Allowances,Allowances
Permanent - Afternoon shift - Overtime - Sunday/after 2 hours,Penalty rate,Penalty rate
24 Hour Care - Saturday,Penalty rate,Saturday
Overtime Hours >38 hours per week 1st 2 hrs,Penalty rate,Penalty rate
Casual - Overtime 1.5x - Non-Award,Penalty rate,Penalty rate
Parental Leave Payment*,Leave,Leave
Rejuvenation Day Leave Taken*,Leave,Leave
Casual (Non-Award)*,Base rate,Base rate
Daily Fares Allowance (weekend),Penalty rate,Weekend
Daily Travel Allowance (weekend),Penalty rate,Weekend
Infrastructure Allowance Overtime,Penalty rate,Penalty rate
Weekend Work Rate,Penalty rate,Weekend
Normal Time,Base rate,Base rate
RDO Deduction - Shiftwork,Base rate,Base rate
After Hours Casual - Sunday,Penalty rate,Sunday
Travel $0.78,Allowances,Travel
Travel Allowance(Gosford),Allowances,Allowances
Company Paid Parental Leave (Half Pay),Leave,Leave
km's (in excess of ATO rate),Penalty rate,Penalty rate
OT Charge Rate,Penalty rate,Penalty rate
Clubs Ordinary Permanent HD x1.172298707,Base rate,Base rate
Site Allowance - New - Project Value $5.4 million to $273.8 million - AG2020/3833 - AG2020/3833,Allowances,Allowances
Site Allowance - Project Value $32.9 million but less than $54.9 million - AG2020/3833,Allowances,Allowances
Casual Ordinary Hours - AG2023/297,Base rate,Base rate
Permanent - Public holiday not worked - AG2023/297,Leave,Leave
First Aid Allowance - Higher - AG2023/297,Allowances,Allowances
Training (Fitness),Base rate,Base rate
Night Shift Loading 30%,Penalty rate,Evening/Night
Overnight lump sum,Penalty rate,Evening/Night
ESPP Deduction Refund,Others,Reimbursement
salary,Base rate,Base rate
Productivity Allowance - AG2023/297,Allowances,Allowances
Permanent - Overtime - Sunday - Not Converted to Permanent - AG2023/297,Penalty rate,Penalty rate
Travel (Long Distance),Allowances,Travel
Kilometre Allowance,Allowances,Allowances
MA - Casual - Ordinary Hours,Base rate,Base rate
Termination,Others,Severance
Term Annual Leave,Leave,Leave
Night Hours,Penalty rate,Evening/Night
Permanent Ordinary Hours - AG2023/297,Base rate,Base rate
Casual - Public holiday not worked - AG2023/297,Leave,Leave
Casual - Overtime - Sunday - AG2023/297,Penalty rate,Penalty rate
Multi-Storey Allowance - 16th to 30th floor level - AG2021/5073,Allowances,Allowances
First Aid Allowance - Higher than senior - AG2021/5073,Allowances,Allowances
Site Allowance - New - Project Value $5.4 million to $273.8 million - AG2020/3833,Allowances,Allowances
Permanent - Special Public Holiday - Not Converted to Permanent - AG2020/3833,Penalty rate,Penalty rate
Over Time 1,Penalty rate,Penalty rate
Group D - Travel Flying - PER to BRO (return),Allowances,Travel
Teacher Casual Days - Proficient - Half,Base rate,Base rate
Permanent - Saturday after 2 Hours,Penalty rate,Saturday
Site Allowance VIC (Gravity Rigging - 235 Canadian Bay Road. Mt Eliza) OT,Allowances,Allowances
Meal Break Penalty,Penalty rate,Penalty rate
FFIA - CAS - Lvl 2-3 - 1-July-2019 - M-Sat Weekly OT - First 2 hours,Penalty rate,Saturday
FFIA - (Not Automated) - Non Delivery Drivers - Vehicle Allowance (Up To ATO Limit),Allowances,Allowances
Saturday $32.12,Penalty rate,Saturday
FFIA - CAS - Lvl 1 - 1-July-2019 - PH,Base rate,Base rate
Sunday $22.49,Penalty rate,Sunday
FFIA - CAS - Lvl 1 - 1-February-2021 - M-Sat Daily OT - After 2 Hours,Penalty rate,Saturday
FFIA - FT - Lvl 1 - 1-July-2021 - M-Sat Daily OT - After 2 Hours,Penalty rate,Saturday
Over time Double,Penalty rate,Penalty rate
Casual Hours Vet Staff,Base rate,Base rate
Directors salary,Base rate,Base rate
Allowance - Deployment (Non Field),Allowances,Allowances
Allowance Vehicle Sealed Rd,Allowances,Allowances
Phone Allowance BT,Allowances,Allowances
TIL Accrued,Base rate,Base rate
CSW Public Holiday,Penalty rate,Public Holiday
Permanent - Ordinary Community Services Workers EA,Base rate,Base rate
Bonus-DV,Bonuses,Bonus
Miscarriage Leave,Leave,Leave
RDO Banked,Base rate,Base rate
Casual Ordinary Time T1,Base rate,Base rate
Bonus (Fixed Amount - No Super),Bonuses,Bonus
FK RDO CASHOUT,Base rate,Base rate
John Newell (weekday) Lisa Fisher,Base rate,Base rate
Permanent - Overtime x 200,Penalty rate,Penalty rate
Leave on Termination - Marketing & Training,Leave,Leave
Leave on Termination - Management & Overheads,Leave,Leave
Recreational Leave,Leave,Leave
Internet/WiFi Allowance,Allowances,Allowances
Scheduled Day Off,Leave,Leave
Jobkeeper Payment Tier 2,Others,JobKeeper/Job Maker
Ginger Overtime - After 3 hours,Penalty rate,Penalty rate
Tat-Camperdown-Timboon-Tat,Base rate,Base rate
Leadership Allowance,Allowances,Allowances
Permanent Less than 8 hours between shifts,Base rate,Base rate
Permanent - Ordinary Hours - RTDA2020,Base rate,Base rate
Casual - Ordinary Hours - RTDA2020,Base rate,Base rate
Additional Days (Overtime),Penalty rate,Penalty rate
Field Daily,Base rate,Base rate
SEG People Casual Ord Days worked (DK Specialist),Bonuses,Bonus
Jury Duty Makeup Pay,Leave,Leave
Reasonable travel allowance,Allowances,Allowances
Junior 17 year old - Sun,Penalty rate,Sunday
Ordinary Hours - Package Management,Base rate,Base rate
NEA - Casual - Ordinary Hours,Base rate,Base rate
Allowance - Motor Vehicle (78c/km),Allowances,Allowances
Uplift - Night Shift,Penalty rate,Penalty rate
DOH  Nurses Payment,Base rate,Base rate
On Site Permanent - Night Shift x 2 ($10M-$50M),Penalty rate,Evening/Night
LAFHA (Daily Rate) (PFS),Allowances,Allowances
Permanent - Ordinary Hours (PFS),Base rate,Base rate
Salary Owners,Base rate,Base rate
TOIL OT2 Clearing,Penalty rate,Penalty rate
Cents per km allowance over 5000 km,Allowances,Allowances
Travel - Km's,Allowances,Travel
Salary Weekend Site Rate,Penalty rate,Weekend
Casual - Overtime x1.5 - Apprentices,Penalty rate,Penalty rate
Permanent - Public Holiday Overtime 2.5x,Penalty rate,Penalty rate
Commission Settlement,Bonuses,Commission
Fuel Reimbursement,Others,Reimbursement
Horsell Employee Bonus,Bonuses,Bonus
Paid Parental Leave - Flexible,Leave,Leave
Public Holiday - Horticulture,Penalty rate,Public Holiday
Casual Ordinary Hours (Edu),Base rate,Base rate
Adelaide >100km Allowance,Allowances,Allowances
Night shift Charles,Penalty rate,Evening/Night
Annual Leave Loading - YP,Leave,Leave
Instructor Overtime [200%] - KP,Penalty rate,Penalty rate
Back Pay - YP,Others,Backpay
Internship Supplement,Leave,Leave
Special Allowance,Allowances,Allowances
Location Manager - Travel,Allowances,Travel
Steadicam - Travel,Allowances,Travel
Boom - Photography,Penalty rate,Penalty rate
Boom - Travel,Allowances,Travel
Ordinary Hours - Brokers,Base rate,Base rate
CS - Jeff - Travel,Allowances,Travel
CS - Tourist Son - Photography,Penalty rate,Penalty rate
WorkCover - Management,Others,WorkCover
Day Rate - Meal Allowance,Allowances,Allowances
Car Allowance w Super,Allowances,Allowances
Cast Support - Tourist Mum 2 - Photography,Penalty rate,Penalty rate
Cast Support - Secretary - Travel,Allowances,Travel
Overtime-Angelo,Penalty rate,Penalty rate
Overtime - Benjamin,Penalty rate,Penalty rate
Casual Rate - Saturday,Penalty rate,Saturday
PPL (Paid Parental Leave),Leave,Leave
KM Allowance (above 5000km) ATO Limit,Allowances,Allowances
Pay Adjustment 2.1 casual,Base rate,Base rate
CREW (Photography),Penalty rate,Penalty rate
Ordinary Hours Sales,Base rate,Base rate
Payment in lieu of notice - Commercial,Base rate,Base rate
Managers Bonus,Bonuses,Bonus
Casual Mining - Public Holiday,Penalty rate,Public Holiday
Permanent - Overtime - Mon-Sat (After 2 hours),Penalty rate,Penalty rate
Bituminous Sprayer Allowance (preparation and/or the application of epoxy based materials),Leave,Leave
Cement or Concrete Allowance,Allowances,Allowances
Casual Loaded - Sunday,Penalty rate,Sunday
Saturday (Casual),Penalty rate,Saturday
Public Holiday Correction,Penalty rate,Public Holiday
Permanent - Sunday (SCHADS),Penalty rate,Sunday
Vehicle Allowance - Above ATO Threshold (SCHADS),Allowances,Allowances
Casual public holiday,Penalty rate,Public Holiday
Casual - Saturday (Nursing),Penalty rate,Saturday
Purchase Leave - 2 Week,Leave,Leave
Attendant/Teaching Professional Level 3,Base rate,Base rate
Sun - Attendant/Teaching Professional Level 3,Penalty rate,Sunday
Golf Shop - Sundays,Penalty rate,Sunday
Trip - Public Holiday load,Penalty rate,Public Holiday
OT Transport 1st 2 hrs,Allowances,Allowances
Ordinary 2.0,Base rate,Base rate
Parental Leave (Maternity) Taken,Leave,Leave
Permanent - Public Holiday Not Workied,Penalty rate,Penalty rate
Salary -  OT 1.5,Penalty rate,Penalty rate
Salary - OT 2.0,Penalty rate,Penalty rate
Car Allowance AT,Allowances,Allowances
Daily Rate - YHLC V2,Base rate,Base rate
Public Holiday Not Worked (Restaurant),Leave,Leave
Allowance - COVID Lockdown,Allowances,Allowances
Ordinary Hours - Salary,Base rate,Base rate
LRH - Saturday,Penalty rate,Saturday
Casual - Sunday CPA,Penalty rate,Sunday
Casual - Public Holiday overtime CPA,Penalty rate,Penalty rate
Supervisor - Cellar,Base rate,Base rate
Back Pay Public Holiday,Penalty rate,Public Holiday
Back Pay Sunday Hours,Penalty rate,Sunday
Ordinary Hours Administration Rvs,Base rate,Base rate
Ordinary Hours GCM Rvs,Base rate,Base rate
Casual rate Function,Base rate,Base rate
Allowance GCM,Allowances,Allowances
Allowance Bar,Allowances,Allowances
NursesA - FT - Reg. Nurses Lvl 4-5 - 1-July-2020 - M-F Delayed Meal Break,Penalty rate,Penalty rate
SCHADS - FT - SW - Social & Comm/Crisis Accom - 1-July-2020 - PH Delayed Meal Break,Penalty rate,Penalty rate
SCHADS - PT - Disability/Home Care - 1-July-2020 - PH Delayed Meal Break,Penalty rate,Penalty rate
SCHADS - PT - Disability/Home Care - 1-July-2020 - Sun Daily OT,Penalty rate,Sunday
SCHADS - PT - Disability/Home Care - 1-July-2020 - Sat,Penalty rate,Saturday
SCHADS - PT - Other Sectors - 1-July-2020 - M-Sat Weekly OT - First 2 Hours,Penalty rate,Saturday
SCHADS - PT - Other Sectors - 1-July-2020 - M-Sat After 8pm - After 2 Hours,Penalty rate,Penalty rate
Direct Overtime (x2),Penalty rate,Penalty rate
On call allowance - permanent stand-by on roster,Allowances,Allowances
Permanent - On-call Allowance (GS),Allowances,Allowances
Managerial Loading,Base rate,Base rate
Travel time allowance - within 50km radius,Allowances,Allowances
Tanami Saturday *,Penalty rate,Saturday
Service cores allowance - more than 15m above - from commencement of building to 15th floor,Allowances,Allowances
Return journey - meal allowance,Allowances,Allowances
Asbestos eradication allowance,Allowances,Allowances
Hot work allowance - between 46°C and 54°C,Allowances,Allowances
Casual - Horse and saddlery allowance,Allowances,Allowances
Casual - Monday to Friday - between 6.30pm and 6.30am when water restrictions apply,Leave,Leave
