pay_category_name,category,sub_category
Casual Level 1 - Overtime Public Holiday,Penalty rate,Penalty rate
Casual Level 1 Overtime - Sunday,Penalty rate,Penalty rate
Adult CAS BOH Lvl 3-6 Saturday 150%,Penalty rate,Saturday
Permanent - Overtime (after 3 hours),Penalty rate,Penalty rate
Plumber Licenced OT x 1.5,Penalty rate,Penalty rate
Carer/Family Leave,Leave,Leave
Ordinary Hours - Mandurah,Base rate,Base rate
Full Time Level 4 (JM),Base rate,Base rate
Swim Instructor Rate,Base rate,Base rate
Duty/Swim/GF/creche Manager rate,Base rate,Base rate
Ord Hours: Cook,Base rate,Base rate
Forklift Allowance,Allowances,Allowances
2 PT - OVERTIME,Penalty rate,Penalty rate
-- Restaurant - OT x1.5,Penalty rate,Penalty rate
FFIA - CAS - Lvl 1 - Post-2018 - M-F - 10pm-12am,Penalty rate,Penalty rate
PT 60 Minute Standard,Base rate,Base rate
02 Coordinator-G3-Weekend [WEEKEND][ALLDAY][][],Penalty rate,Weekend
0 RML5A M-F[WEEKDAY][ALLDAY][][RM],Base rate,Base rate
Z Leave Loading - Vicki,Leave,Leave
Annual Leave (Salary),Leave,Leave
Hourly Pay Base,Base rate,Base rate
Ordinary Wages - IT,Base rate,Base rate
Revolver Bar Manager - Public Holiday,Penalty rate,Public Holiday
"3 LP M-F [WEEKDAY,!PH][0000-0700][][]",Base rate,Base rate
Wages - Property,Base rate,Base rate
Wages - Corporate & Commercial,Base rate,Base rate
Time In Lieu of Notice,Base rate,Base rate
BANParental leave,Leave,Leave
Above Award Rate,Penalty rate,Penalty rate
Camp Reimbursement,Others,Reimbursement
Home Internet Allowance (untaxed),Allowances,Allowances
HIGA - CAS - Post-2018 - M-F 7pm-12am - Bar,Penalty rate,Penalty rate
On-call allowance (Sunday to Thursday) -Deep Cover,Penalty rate,Sunday
Ordinary Earnings - Helen TAL Life Super,Base rate,Base rate
PCC Weekend Work,Penalty rate,Weekend
Lettings Bonus,Bonuses,Bonus
Junior Sunday,Penalty rate,Sunday
Overtime(Hourly Rate),Penalty rate,Penalty rate
Internship,Base rate,Base rate
SAT (WH),Penalty rate,Saturday
Tool Allowance RUS,Allowances,Allowances
FT - Permanent Night Shift,Penalty rate,Evening/Night
BANmanual adjustment,Base rate,Base rate
1 MA000004 Casual Hours [WEEKDAY][0700-2100][][],Base rate,Base rate
7 MA000004 1.85 Casual Sun Hours [SUN][ALLDAY][][],Penalty rate,Sunday
2 CR Casual Hours [WEEKDAY][0000-0700][][],Base rate,Base rate
5 CR Casual Sat Hours [SAT][0000-0700][][],Penalty rate,Saturday
MCAIN - Sunday,Penalty rate,Sunday
HIGA - CAS Sun Min Shift,Penalty rate,Sunday
After Hours Amount,Penalty rate,Penalty rate
Permanent Ordinary Hours LA,Base rate,Base rate
Casual Ordinary Hours LA,Base rate,Base rate
Back Pay (From Previous Period),Others,Backpay
ADO (Additional Day Off),Leave,Leave
RIA - PT - Post-2018 - M-F Weekly OT - First 2 hours,Penalty rate,Penalty rate
20% SHIFT PENALTY,Penalty rate,Penalty rate
SLEEPOVER ALLOWANCE,Allowances,Allowances
Permanent - Mon-Fri Overtime (Thereafter),Penalty rate,Penalty rate
Permanent Ordinary Hours (MA000089),Base rate,Base rate
SOE Permanent - Sunday,Penalty rate,Sunday
Payroll Use Only  Christmas Bonus - Nurses,Bonuses,Bonus
HRO TFR BP3 CAS Supervisor + PEN M-F,Base rate,Base rate
FT Production - Admin - Night Shift,Penalty rate,Evening/Night
Casual BDM Carolina,Base rate,Base rate
Wages - Admin,Base rate,Base rate
FIRST AID ALLOWANCE,Allowances,Allowances
Late Night M-F 10pm to Mid,Penalty rate,Evening/Night
Living away from home - meal allowance,Allowances,Allowances
Relocation Bonus,Bonuses,Bonus
Overtime Barbara Button x 2,Penalty rate,Penalty rate
Production Night Level 2,Penalty rate,Evening/Night
Overtime Apprentice (2x),Penalty rate,Penalty rate
BAN floor f/t o/t gr 3 150%,Penalty rate,Penalty rate
FT/PT LVL4 Cook Grade 3 (Trade) - SAT $27.55,Penalty rate,Saturday
Living away from home - board and lodging allowance,Allowances,Allowances
50% SHIFT PENALTY,Penalty rate,Penalty rate
OVERTIME + 50%,Penalty rate,Penalty rate
"2 BAL118 10pm-Mid[WEEKDAY,!PH][2200-0000][][BA]",Penalty rate,Penalty rate
AAPG4  Sunday,Penalty rate,Sunday
Sat/Sun (10pm - 12am) -[Level 1| 2],Penalty rate,Penalty rate
Payroll Use Only Christmas Bonus Clerical,Bonuses,Bonus
3rd Year Apprentice - OT x2,Penalty rate,Penalty rate
Workers Compensation (WorkCover),Others,WorkCover
Permanet Public Holiday (Day off),Leave,Leave
On Call Weekend P Hol,Penalty rate,Weekend
Saturday Rate (1.25),Penalty rate,Saturday
Motor Vehicle (non taxed),Allowances,Allowances
Lvl 1 - Base Hr 20yr Over 6 Months - 95%,Penalty rate,Penalty rate
Casual Christmas Day,Base rate,Base rate
FFIA - CAS - Lvl 2 and 3 - Post-2018 - PH,Base rate,Base rate
SCHADS - CAS - SW - Social and community services - M-F Ordinary,Base rate,Base rate
Overtime (Monday - Saturday),Penalty rate,Penalty rate
Ordinary Hrs - Executive,Base rate,Base rate
Ordinary Hrs - Shared Services,Base rate,Base rate
Overtime (Sunday & Public Holiday),Penalty rate,Penalty rate
Gym Instructor rate,Base rate,Base rate
 PT 30 Minute Standard,Base rate,Base rate
16 Casual - Mon- Friday,Base rate,Base rate
Bonus -  Field Staff ,Bonuses,Bonus
First aid allowance MA,Allowances,Allowances
Car Allowance FFX,Allowances,Allowances
Base Hours SHEIS,Base rate,Base rate
12.5%-Afternoon Penality,Base rate,Base rate
On Call Allowance - Monday - Friday @ 19.20/day,Allowances,Allowances
Overtime - PH,Penalty rate,Penalty rate
Ordinary Hours Occ Therapist,Base rate,Base rate
GRIA - CAS - Post-2018 - Sun Before 9am,Penalty rate,Sunday
Ord Hours: Front Desk Manager,Base rate,Base rate
Bonus with PAYG Withholding,Bonuses,Bonus
F&B FPT  L1A Sun,Base rate,Base rate
Base Hourly (Office),Base rate,Base rate
Bonus - Performance,Bonuses,Bonus
Remote Allowance,Allowances,Allowances
TOOL Tool allowance - no super,Allowances,Allowances
Casual Level 1 (17 yo),Base rate,Base rate
Remote Allowance 12,Allowances,Allowances
Work Cover - Producer,Others,WorkCover
Dave Lescai Weekends,Penalty rate,Weekend
Ordinary hours - Technical Team,Base rate,Base rate
KM Reimbursement - 78 cents,Others,Reimbursement
Ordinary hours - Sound Team,Base rate,Base rate
Finance Assistant ,Base rate,Base rate
Health Insurance Allowance,Allowances,Allowances
HIGA - CAS - Post-2018 - Sun - Kitchen,Penalty rate,Sunday
Overtime Hours - Double Time,Penalty rate,Penalty rate
Additional Hours (OTE),Penalty rate,Penalty rate
Ordinary Hours - top-up,Base rate,Base rate
Casual Level 1 23,Base rate,Base rate
Bonus_Clerks,Bonuses,Bonus
MMI - Saturday Morning (1.25),Penalty rate,Saturday
Overtime - MMI (2),Penalty rate,Penalty rate
Base Hourly - MMI,Base rate,Base rate
05 Public Holiday [PH][ALLDAY][][],Penalty rate,Public Holiday
PHAT Phone Allowance - New,Allowances,Allowances
Education Award Ordinary Time,Base rate,Base rate
Permanent - Overtime x 1.0,Penalty rate,Penalty rate
Meal Allowance (Projects),Allowances,Allowances
Health and Wellbeing Leave Taken,Leave,Leave
Car Allowance - Shane McCabe,Allowances,Allowances
KM Allowance above ATO Rate,Allowances,Allowances
zVehicle Allowance (do not use),Unclassified,Unclassified
Values Awards Bonus,Bonuses,Bonus
Supervisor Saturday,Penalty rate,Saturday
Base Hourly - Stephen McGrath,Base rate,Base rate
Unused Holiday Pay Load,Penalty rate,Public Holiday
Allowance Outreach $125/Wk,Allowances,Allowances
OvertimeB - 2.0 ( exempt from super),Penalty rate,Penalty rate
OvertimeA- 1.5 (exempt from super),Penalty rate,Penalty rate
Ordinary Hours (38 hr - 40 hr),Base rate,Base rate
Living Away from Home Allowance (Tax Free),Allowances,Allowances
OvertimeA- Time and a half (exempt from super),Penalty rate,Penalty rate
Vehicle Allowance (Taxed),Allowances,Allowances
Kilometre Allowance (ATO Limit),Allowances,Allowances
SCHADS - FT - Disability services  - Sun After 8pm,Penalty rate,Penalty rate
Saturday Hours Misc,Penalty rate,Saturday
Casual - Ordinary Hours (misc),Base rate,Base rate
Saturday Rate (2x) - Producer,Penalty rate,Saturday
Ash Overtime (1.5x),Penalty rate,Penalty rate
Ash Overtime (2x),Penalty rate,Penalty rate
Overtime B 2.0 (Exempt from Super) Casuals,Penalty rate,Penalty rate
0 BAL118 M-F[WEEKDAY][ALLDAY][][BA],Base rate,Base rate
Media Loading,Base rate,Base rate
Allowance - Travel/Meals (Ad Hoc) Enter as $,Allowances,Allowances
Overtime 1.5x - Administration,Penalty rate,Penalty rate
Apprentice Non Productive,Base rate,Base rate
BACK PAY,Others,Backpay
GRIA - CAS - Post-2018 - Sun,Penalty rate,Sunday
Allowances AUS Volume ex/ tax and super,Allowances,Allowances
Board-approved CEO additional rem,Penalty rate,Penalty rate
Casual - Ordinary Hours (no minimum break),Base rate,Base rate
After hours support,Penalty rate,Penalty rate
4 Kit L2 Pub Hol [PH][ALLDAY][][],Penalty rate,Public Holiday
Directors Salary - Wearne,Base rate,Base rate
Flexi Leave Taken,Leave,Leave
Leave in lieu,Base rate,Base rate
Leave Purchase,Leave,Leave
Lvl 6 - Base Hourly,Base rate,Base rate
2IC Plumber  Licenced - OT x 2,Penalty rate,Penalty rate
Permanent - Project Allowance x 2.0,Allowances,Allowances
Bonus - WA,Bonuses,Bonus
Ordinary Hours - QLD Custom,Base rate,Base rate
4 Gen L1 Pub Hol [PH][ALLDAY][][],Penalty rate,Public Holiday
AHSS Mon-Fri,Base rate,Base rate
AHSS Public Holiday,Penalty rate,Public Holiday
Flat Rate - Overtime,Penalty rate,Penalty rate
Time Off in Lieu (TOIL),Base rate,Base rate
All Sunday Ord x 1.95,Penalty rate,Sunday
AAPG4 Public Holiday,Penalty rate,Public Holiday
Ordinary Hours - Public Holidays,Penalty rate,Public Holiday
Travel Allowance - Non - Taxed,Allowances,Allowances
1.5 X ORD,Penalty rate,Penalty rate
NIGHT SHIFT,Penalty rate,Evening/Night
17 Years - Level 1 -Restaurant Award,Base rate,Base rate
Ordinary Hours - Sales Support Staff,Base rate,Base rate
Yard Duty (18YR) - Level 1 (Saturday),Penalty rate,Saturday
Yard Duty (Adult) - Level 1 (Saturday),Penalty rate,Saturday
time off in lieu,Base rate,Base rate
Government Parental Leave Payment,Leave,Leave
Bonus -  Office Staff,Bonuses,Bonus
Assessing and Other - Hourly Rate,Penalty rate,Penalty rate
Teaching Hourly Rate,Base rate,Base rate
Lvl 5 - Base Hourly,Base rate,Base rate
Car Allowance 1,Allowances,Allowances
GRIA - (Not Auto) - First Aid Allowance,Allowances,Allowances
GRIA - (Not Automated) - Meal Allowance,Allowances,Allowances
Overtime 1.25,Penalty rate,Penalty rate
2IC Plumber Licenced - OT x 1.5,Penalty rate,Penalty rate
GRIA - CAS - Post-1Nov-2018 - Sat After 6pm - First 3 hours,Penalty rate,Saturday
1 Kit L1 19Y 7-12 [WEEKDAY][1900-0000][][],Penalty rate,Penalty rate
Exdia Casual L5,Base rate,Base rate
Super Payment (Maximum Super Contribution Base),Base rate,Base rate
GMC Trainer's Meeting,Base rate,Base rate
03 Level 3 Casual Rate,Base rate,Base rate
Permanent - Ordinary Hours RI,Base rate,Base rate
Remote Rental Allowance,Allowances,Allowances
Base Hourly - PM Commercial,Base rate,Base rate
Base Hourly - PM Resi,Base rate,Base rate
Fuel Allowance - Resi PM,Allowances,Allowances
Misc 21+  Level 2 - Saturday,Penalty rate,Saturday
After Hours Infill Per Unit,Penalty rate,Penalty rate
Commission - PM,Bonuses,Commission
11 Jason Hunter - Salary,Base rate,Base rate
Maternity Leave Taken,Leave,Leave
FT - Public Holiday Hrs,Penalty rate,Public Holiday
Travelling Allowance,Allowances,Allowances
Misc 19yr Level 2 - Saturday,Penalty rate,Saturday
Overtime 1.5 x Amanah Smith,Penalty rate,Penalty rate
Exdia Casual L7,Base rate,Base rate
Parental Leave (unpaid),Leave,Leave
Permanent - Overtime - call back - first 2 hours,Penalty rate,Penalty rate
ADMIN - BROADCAST,Base rate,Base rate
Recruitment referral fee,Bonuses,Bonus
Paid Paternity Leave,Leave,Leave
Casual Trainers - Full Day,Base rate,Base rate
AERA - CAS - Non Exhibition - Sun,Penalty rate,Sunday
Award: Public Holiday - non-Vet (Day off),Leave,Leave
Property Management Referral ,Bonuses,Bonus
Special Payment (above) SGC cap.,Bonuses,Bonus
Salaries - Planner Associates,Base rate,Base rate
Bonus - PM Referrals $200,Bonuses,Bonus
Security M-F,Base rate,Base rate
0 PCL2A M-F[WEEKDAY][ALLDAY][][PC],Base rate,Base rate
Training (19YR) - Level 1 (Weekday),Base rate,Base rate
Permanent - Weekday Topup,Base rate,Base rate
Permanent Sunday Restaurant,Penalty rate,Sunday
SCHADS - CAS - SW - Disability services - Broken shift - More than 12hr span,Base rate,Base rate
Tutoring Classes (Adult) - Level 1 (Saturday),Penalty rate,Saturday
Allowances Travel,Allowances,Allowances
Misc 18yr Level 1 - Saturday,Penalty rate,Saturday
Permanent - Afternoon/Night shift (First 3 hours) - VA,Penalty rate,Evening/Night
Permanent - non-continuous Afternoon/Night shift (After 3 hours)- VA,Penalty rate,Evening/Night
"2 WSL219 10pm-Mid[WEEKDAY,!PH][2200-0000][][WS]",Penalty rate,Penalty rate
Workers Comp Off Work,Others,WorkCover
Section 2nd In Charge Allowance,Allowances,Allowances
Traffic Allowance - Taxed,Allowances,Allowances
2IC Plumber OT -  x 1.5,Penalty rate,Penalty rate
FFIA - CAS - Lvl 2 and 3 - Post-2018 - Sun OT,Penalty rate,Sunday
Pair Parental Leave,Leave,Leave
Casual - Overtime - after 3 hours - day worker and noncontinuous  shiftworker,Penalty rate,Penalty rate
06 SSC OVERTIME MON-FRI [WEEKDAY][9.5~11.5][][],Penalty rate,Penalty rate
02 SSC SW NIGHT [WEEKDAY][0000-0559][TOUCHFULL][],Penalty rate,Evening/Night
07 SSC SW OVERTIME M-F [WEEKDAY][11.5~14][][],Penalty rate,Penalty rate
Billable Hours Bonus,Bonuses,Bonus
Misc 21+  Level 3 - Saturday,Penalty rate,Saturday
Ordinary Hours Director,Base rate,Base rate
Misc 20yr Level 1 - Standard Hours,Base rate,Base rate
3 Gen L1 Sun [SUN][ALLDAY][][],Penalty rate,Sunday
GRIA - Post-1Nov-2018 - (Not Auto) - First Aid Allowance,Allowances,Allowances
Overtime Hours 2x (super/leave accrual exempt),Penalty rate,Penalty rate
Industry Allowance-3rd Year Apprentice electrician,Allowances,Allowances
GRIA - Post-1Nov-2018 - (Not Auto) - FT - Laundry Allowance,Allowances,Allowances
Onsite Travel Rate $150 (Taxed),Allowances,Travel
First Aid Public Holiday,Penalty rate,Public Holiday
Overtime Hours - Kitchen (exempt from super),Penalty rate,Penalty rate
Base Pay (day rate),Base rate,Base rate
Base Pay (Weekly),Base rate,Base rate
Casual Ordinary Hours (Educational award),Base rate,Base rate
Back Pay KM's Reimbursed - Delivery,Others,Backpay
Tool Allowance - 63.38/f,Allowances,Allowances
Pay - Ordinary,Base rate,Base rate
Leave - Loading,Leave,Leave
Jury Service Makeup Pay,Base rate,Base rate
Weekday Rate,Base rate,Base rate
"1 Casual Ord [WEEKDAY,!PH][0600-1900][][]",Base rate,Base rate
4 Saturday [SAT][0600-1230][][],Penalty rate,Saturday
"50 Nighttime [WEEKDAY,!PH][0000-0600][0000-0600][]",Penalty rate,Evening/Night
TRAIN (NRL),Base rate,Base rate
AERA - CAS - Not Exhibition - M-Sat Minimum Shift Engagement,Penalty rate,Saturday
04 Sunday Lead/Supervisor,Penalty rate,Sunday
Ordinary Hours - Grant Writing,Base rate,Base rate
Paid Parental Leave(Government Scheme),Leave,Leave
Tutoring Classes (17YR) - Level 1 (Saturday),Penalty rate,Saturday
Pay - Saturday 1.25x (Ordinary 7am to 12.30pm),Penalty rate,Saturday
Ordinary Hours - Debit/Credit,Base rate,Base rate
Casual Sunday All Day Level 2,Penalty rate,Sunday
Nursery Manager,Base rate,Base rate
Shift - Non Permanent,Base rate,Base rate
Seminar Teaching Full Day Rate,Base rate,Base rate
Permanent - Overtime - Time and a Half,Penalty rate,Penalty rate
Salary and wages,Base rate,Base rate
0 WSL216&< M-F[WEEKDAY][ALLDAY][][WS],Base rate,Base rate
Overtime 2.5 (Labour Hire),Penalty rate,Penalty rate
"Casual Ordinary Hours (Retail,Clerks/Admin,Ops Manager)",Base rate,Base rate
"Casual Ordinary Hours (OSHC,Support,Health&Fitness)",Base rate,Base rate
Correction Lab (Adult) - Level 1 (Weekday),Base rate,Base rate
Contract Variation,Base rate,Base rate
"Mon-Fri Cas1.25 Mon-Fri [WEEKDAY,!PH][ALLDAY][][]",Base rate,Base rate
Sunday Casual x1.5 Sun [SUN][ALLDAY][][],Penalty rate,Sunday
Public Holiday Casual  x2.5 P/Hol [PH][ALLDAY][][],Penalty rate,Public Holiday
Misc 20yr Level 2 - Saturday,Penalty rate,Saturday
Misc 21+  Level 1 - Standard Hours,Base rate,Base rate
"02 HIGA L2 Kit [WEEKDAY,!PH][1900-0000][][KITCHEN]",Penalty rate,Penalty rate
02 RIA2010 Level 1,Base rate,Base rate
4 Lvl 3 F&B G3 [PH][ALLDAY][][],Base rate,Base rate
FT/PT Saturday All Day Level 2,Penalty rate,Saturday
Tutoring Classes (18YR) - Level 1 (Saturday),Penalty rate,Saturday
ZZZ Casual,Base rate,Base rate
GRIA - FT - Post-2018 - Sat,Penalty rate,Saturday
GRIA - Post-1Nov-2018 - (Not Auto) - District Allowance - Broken Hill,Allowances,Allowances
GRIA - Post-1Nov-2018 - (Not Auto) - Meal Allowance,Allowances,Allowances
Ordinary Hours - Service & Maintenance,Base rate,Base rate
Overtime Hours 2x (Exempt from super) - Admin,Penalty rate,Penalty rate
Productivity Bonus $2/hr,Bonuses,Bonus
FT Production - Admin - Overtime Sunday,Penalty rate,Penalty rate
GRIA - (Not Auto) - Liquor Licence Allowance,Allowances,Allowances
Seminar Teaching Part Day Rate,Base rate,Base rate
HIGA - FT - Post-2018 - M-F - 7pm-12am,Penalty rate,Penalty rate
HIGA - FT - Post-2018 - PH,Base rate,Base rate
Ticket Monitoring Allowance,Allowances,Allowances
Tool Allowance - 2ndYr Apprenti,Allowances,Allowances
Permanent - Overtime x 1.8,Penalty rate,Penalty rate
Stay Over Rate,Penalty rate,Penalty rate
Ordinary Hrs HO,Base rate,Base rate
C Rental Commission,Bonuses,Commission
Overtime - Admin Time & Half,Penalty rate,Penalty rate
Area Daily $30.33,Base rate,Base rate
Group C - Transit Allowance,Allowances,Allowances
TRAIN (OPERATIONS),Base rate,Base rate
GRIA - FT - Post-2018 - M-F - 6pm-9pm,Base rate,Base rate
GRIA - FT - Post-2018 - M-F - Ordinary,Base rate,Base rate
Allowance - Travel $3.59,Allowances,Allowances
CAPTURE NIGHT (RU),Penalty rate,Evening/Night
Motor Vehicle Allowance Back Pay >1200,Allowances,Allowances
Bonus - Customer Success,Bonuses,Bonus
GRIA - CAS - Post-1Nov-2018 - Late trading (>9pm) - Sun Minimum shift engagement,Penalty rate,Sunday
On Hire - Ordinary Hours,Base rate,Base rate
On Hire - Afternoon Shift,Base rate,Base rate
On Hire - Night Shift,Penalty rate,Evening/Night
Ordinary Hours - Electrical worker grade 5,Base rate,Base rate
Group B - Travel Driving - Port Pirie to ADE,Allowances,Travel
Orygen Parental Leave Taken (half pay),Leave,Leave
On Hire - Crew Night Shift,Penalty rate,Evening/Night
TIL taken,Leave,Leave
Redundancy Payment,Others,Severance
Full Time Level 1 (LH),Base rate,Base rate
On hire - Split shift allowance,Allowances,Allowances
Staff - Motor Vehicle Allowance,Allowances,Allowances
Staff - Overtime x 1.5,Penalty rate,Penalty rate
HIHIGA - CAS Sat-Sun Weekly OT,Penalty rate,Sunday
10 MA000004 OT [WEEKLY][38.0-168.0][][],Penalty rate,Penalty rate
Group A - Travel Flying - PER to BRI,Allowances,Travel
Training Hourly Rate VIC,Base rate,Base rate
Bonus - Annual,Bonuses,Bonus
Casual - Ordinary Hours HOSP,Base rate,Base rate
